pert_iname,smiles
sulbactam,CC1(C)[C@@H](N2[C@@H](CC2=O)S1(=O)=O)C(O)=O
sulbactam-pivoxil,"CC(C)(C)C(=O)OCOC(=O)[C@H]1N2[C@@H](CC2=O)S(=O)(=O)C1(C)C |&1:11,&2:13,r|"
sulbentine,S=C1SCN(Cc2ccccc2)CN1Cc1ccccc1
sulbutiamine,CC(C)C(=O)OCC\C(SS\C(CCOC(=O)C(C)C)=C(/C)N(Cc1cnc(C)nc1N)C=O)=C(\C)N(Cc1cnc(C)nc1N)C=O
sulconazole,Clc1ccc(CS[C@@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1 |&1:7|
sulfabenzamide,Nc1ccc(cc1)S(=O)(=O)NC(=O)c1ccccc1
sulfacarbamide,NC(=O)NS(=O)(=O)c1ccc(N)cc1
sulfacetamide,CC(=O)NS(=O)(=O)c1ccc(N)cc1
sulfachlorpyridazine,Nc1ccc(cc1)S(=O)(=O)Nc1ccc(Cl)nn1
sulfadiazine,Nc1ccc(cc1)S(=O)(=O)Nc1ncccn1
sulfadoxine,COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC
sulfafurazole,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C
sulfaguanidine,NC(=N)NS(=O)(=O)c1ccc(N)cc1
sulfamerazine,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1
sulfameter,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1
sulfamethazine,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1
sulfamethizole,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1
sulfamethoxazole,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1
sulfamethoxypyridazine,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1
sulfametopyrazine,COc1nccnc1NS(=O)(=O)c1ccc(N)cc1
sulfamonomethoxine,COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1
sulfamoxole,Cc1nc(NS(=O)(=O)c2ccc(N)cc2)oc1C
sulfanilamide,Nc1ccc(cc1)S(N)(=O)=O
sulfanilate-zinc,Nc1ccc(cc1)S(=O)(=O)O[Zn]OS(=O)(=O)c1ccc(N)cc1
sulfanitran,CC(=O)Nc1ccc(cc1)S(=O)(=O)Nc1ccc(cc1)[N+]([O-])=O
sulfaphenazole,Nc1ccc(cc1)S(=O)(=O)Nc1ccnn1-c1ccccc1
sulfapyridine,Nc1ccc(cc1)S(=O)(=O)Nc1ccccn1
sulfaquinoxaline,Nc1ccc(cc1)S(=O)(=O)Nc1cnc2ccccc2n1
sulfasalazine,OC(=O)c1cc(ccc1O)\N=N\c1ccc(cc1)S(=O)(=O)Nc1ccccn1
sulfathiazole,Nc1ccc(cc1)S(=O)(=O)Nc1nccs1
sulfatinib,CN(C)CCNS(=O)(=O)Cc1cccc(Nc2nccc(Oc3ccc4[nH]c(C)cc4c3)n2)c1
sulfinpyrazone,"O=C1C(CC[S@](=O)c2ccccc2)C(=O)N(N1c1ccccc1)c1ccccc1 |&1:5,r|"
sulfisomidin,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1
sulfisoxazole-acetyl,CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1
sulforaphane,C[S@@](=O)CCCCN=C=S |r|
sulindac,"CC1=C(CC(O)=O)c2cc(F)ccc2\C1=C/c1ccc(cc1)[S@@](C)=O |r,c:1|"
sulisobenzone,COc1cc(O)c(cc1S(O)(=O)=O)C(=O)c1ccccc1
sulmazole,COc1cc(ccc1-c1nc2ncccc2[nH]1)[S@@](C)=O |r|
sulmetozine,COc1cc(cc(OC)c1OC)C(=S)N1CCOCC1
suloctidil,"CCCCCCCCN[C@H](C)[C@@H](O)c1ccc(SC(C)C)cc1 |&1:9,11|"
sulopenem,"C[C@@H](O)[C@@H]1[C@H]2SC(S[C@H]3CC[S@@](=O)C3)=C(N2C1=O)C(O)=O |&1:11,c:14|"
sulphadimethoxine,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1
sulpiride,"CCN1CCC[C@@H]1CNC(=O)c1cc(ccc1OC)S(N)(=O)=O |&1:6,r|"
sultamicillin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OCOC(=O)[C@@H]1N2[C@@H](CC2=O)S(=O)(=O)C1(C)C
sultiame,NS(=O)(=O)c1ccc(cc1)N1CCCCS1(=O)=O
sultopride,"CCN1CCC[C@H]1CNC(=O)c1cc(ccc1OC)S(=O)(=O)CC |&1:6,r|"
sumanirole,CN[C@@H]1Cc2cccc3[nH]c(=O)n(C1)c23
sumatriptan,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1
SUN-11602,CN(C1CCN(Cc2ccc(cc2)C(N)=O)CC1)C(=O)CNc1c(C)c(C)c(N)c(C)c1C
SUN-B-8155,C\C(=N/c1ccccc1N)c1c(C)cc(=O)n(O)c1O
sunitinib,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C2/C(=O)Nc3ccc(F)cc23)c1C
suplatast,CCOC[C@@H](O)COc1ccc(NC(=O)CC[S+](C)C)cc1 |&1:4|
suprofen,"C[C@@H](C(O)=O)c1ccc(cc1)C(=O)c1cccs1 |&1:1,r|"
suramin,Cc1ccc(cc1NC(=O)c1cccc(NC(=O)Nc2cccc(c2)C(=O)Nc2cc(ccc2C)C(=O)Nc2ccc(c3cc(cc(c23)S(O)(=O)=O)S(O)(=O)=O)S(O)(=O)=O)c1)C(=O)Nc1ccc(c2cc(cc(c12)S(O)(=O)=O)S(O)(=O)=O)S(O)(=O)=O
suritozole,Cn1nc(-c2cccc(F)c2)n(C)c1=S
sutezolid,CC(=O)NC[C@H]1CN(C(=O)O1)c1ccc(N2CCSCC2)c(F)c1
suxibuzone,CCCCC1(COC(=O)CCC(O)=O)C(=O)N(N(C1=O)c1ccccc1)c1ccccc1
swainsonine,O[C@@H]1CN2CCC[C@@H](O)[C@@H]2[C@@H]1O
SX-011,CN(C)C(=O)C(=O)c1cn(C)c2cc(Cl)c(cc12)C(=O)N1CCC(Cc2ccc(F)cc2)CC1
SY-640,CN(Cc1ccc2OCOc2c1)C(C)=O
SYM-2081,C[C@H](C[C@H](N)C(O)=O)C(O)=O
SYM-2206,"CCCNC(=O)N1N=C(c2ccc(N)cc2)c2cc3OCOc3cc2[C@@H]1C |r,t:7|"
symclosene,Cln1c(=O)n(Cl)c(=O)n(Cl)c1=O
synephrine,CNC[C@@H](O)c1ccc(O)cc1 |&1:3|
T-0070907,[O-][N+](=O)c1ccc(Cl)c(c1)C(=O)Nc1ccncc1
T-0156,COC(=O)c1c(-c2cc(OC)c(OC)c(OC)c2)c2ccnc(OCc3ncccn3)c2c(=O)n1Cc1ccnc(C)c1
T-025,CNc1nc(NCc2ncccn2)c2c(c[nH]c2n1)-c1ccc2ncccc2c1
T-0901317,OC(c1ccc(cc1)N(CC(F)(F)F)S(=O)(=O)c1ccccc1)(C(F)(F)F)C(F)(F)F
T-1095,COC(=O)OC[C@H]1O[C@@H](Oc2cc(C)cc(O)c2C(=O)CCc2ccc3occc3c2)[C@H](O)[C@@H](O)[C@@H]1O
T-5224,OC(=O)CCc1cc(ccc1OCc1ccc2c(c1)o[nH]c2=O)C(=O)c1ccc(OC2CCCC2)cc1O
T-5601640,Cc1cc(on1)C(=O)Nc1cccc(c1)C(=O)Nc1cccc(c1)C(F)(F)F
T-62,Nc1sc2CCCCc2c1C(=O)c1ccc(Cl)cc1
T-807,Fc1ccc(cn1)-c1ccc2c(c1)[nH]c1ccncc21
TA-01,Fc1ccc(cc1)-c1[nH]c(nc1-c1ccncc1)-c1c(F)cccc1F
tabimorelin,CNC(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@@H](Cc1ccc2ccccc2c1)N(C)C(=O)\C=C\CC(C)(C)N
tacalcitol,CC(C)[C@H](O)CC[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C
tacedinaline,CC(=O)Nc1ccc(cc1)C(=O)Nc1ccccc1N
tacrine,Nc1c2CCCCc2nc2ccccc12
tacrolimus,CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H]([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]1C)OC |t:45|
tadalafil,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3OCOc3c2)C1=O
tafamidis-meglumine,OC(=O)c1ccc2nc(oc2c1)-c1cc(Cl)cc(Cl)c1
tafenoquine,COc1cc(C)c2c(Oc3cccc(c3)C(F)(F)F)c(OC)cc(N[C@@H](C)CCCN)c2n1 |&1:25|
tafluprost,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\C(F)(F)COc1ccccc1
tagatose,OC[C@@H](O)[C@H](O)[C@H](O)C(=O)CO
TAK-063,COc1cn(nc(-c2ccnn2-c2ccccc2)c1=O)-c1ccc(cc1F)-n1cccn1
TAK-220,CC(=O)N1CCC(CC1)C(=O)N(CCCN1CCC(Cc2ccc(cc2)C(N)=O)CC1)c1ccc(C)c(Cl)c1
TAK-243,NS(=O)(=O)OC[C@H]1C[C@@H](Nc2ccnc3cc(nn23)-c2cccc(SC(F)(F)F)c2)[C@H](O)[C@@H]1O
TAK-285,CC(C)(O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(c4)C(F)(F)F)c(Cl)c3)c12
TAK-593,Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)ccc2C)n(C)n1
TAK-632,Fc1ccc(Oc2ccc3nc(NC(=O)C4CC4)sc3c2C#N)cc1NC(=O)Cc1cccc(c1)C(F)(F)F
TAK-659,Cn1cc(cn1)-c1nc(N[C@@H]2CCCC[C@@H]2N)c(F)c2CNC(=O)c12
TAK-715,CCc1nc(c(s1)-c1ccnc(NC(=O)c2ccccc2)c1)-c1cccc(C)c1
TAK-733,Cn1c2ncn(C[C@@H](O)CO)c(=O)c2c(Nc2ccc(I)cc2F)c(F)c1=O
TAK-779,Cc1ccc(cc1)-c1ccc2CCCC(=Cc2c1)C(=O)Nc1ccc(C[N+](C)(C)C2CCOCC2)cc1 |c:15|
TAK-875,Cc1cc(OCCCS(C)(=O)=O)cc(C)c1-c1cccc(COc2ccc3[C@H](CC(O)=O)COc3c2)c1
TAK-901,CCS(=O)(=O)c1cccc(c1)-c1cc(C(=O)NC2CCN(C)CC2)c(C)c2[nH]c3ncc(C)cc3c12
TAK-960,COc1cc(C(=O)NC2CCN(C)CC2)c(F)cc1Nc1ncc2N(C)C(=O)C(F)(F)CN(C3CCCC3)c2n1
talabostat,CC(C)[C@H](N)C(=O)N1CCC[C@H]1B(O)O
taladegib,CN(C1CCN(CC1)c1nnc(-c2ccnn2C)c2ccccc12)C(=O)c1ccc(F)cc1C(F)(F)F
talampanel,C[C@@H]1Cc2cc3OCOc3cc2C(=NN1C(C)=O)c1ccc(N)cc1 |c:14|
talaporfin,CCc1c(C)c2cc3[nH]c(cc4nc([C@@H](CCC(O)=O)[C@@H]4C)c(CC(=O)N[C@@H](CC(O)=O)C(O)=O)c4nc(cc1[nH]2)c(C)c4C(O)=O)c(C)c3C=C
talarozole,"CCC(CC)[C@@H](c1ccc(Nc2nc3ccccc3s2)cc1)n1cncn1 |&1:5,r|"
talazoparib,Cn1ncnc1[C@@H]1[C@H](Nc2cc(F)cc3c2c1n[nH]c3=O)c1ccc(F)cc1
talinolol,"CC(C)(C)NC[C@@H](O)COc1ccc(NC(=O)NC2CCCCC2)cc1 |&1:6,r|"
talipexole,Nc1nc2CCN(CC=C)CCc2s1
talmapimod,C[C@H]1CN([C@H](C)CN1Cc1ccc(F)cc1)C(=O)c1cc2c(cn(C)c2cc1Cl)C(=O)C(=O)N(C)C
talnetant,CC[C@H](NC(=O)c1c(O)c(nc2ccccc12)-c1ccccc1)c1ccccc1
talniflumate,"FC(F)(F)c1cccc(Nc2ncccc2C(=O)O[C@H]2OC(=O)c3ccccc23)c1 |&1:19,r|"
talopram,CNCCC[C@]1(OC(C)(C)c2ccccc12)c1ccccc1 |&1:5|
talsaclidine,C#CCO[C@H]1CN2CCC1CC2
taltirelin,CN1C(=O)C[C@H](NC1=O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(N)=O
taltobulin,CN[C@H](C(=O)N[C@H](C(=O)N(C)[C@H](\C=C(/C)C(O)=O)C(C)C)C(C)(C)C)C(C)(C)c1ccccc1
TAME,COC(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)c1ccc(C)cc1
tamibarotene,CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(cc3)C(O)=O)ccc12
taminadenant,Nc1nc(nc(c1Br)-n1cccn1)-n1cccn1
tamoxifen,CC\C(=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1
tamsulosin,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(c1)S(N)(=O)=O
tanaproget,Cn1c(ccc1-c1ccc2NC(=S)OC(C)(C)c2c1)C#N
tandospirone,O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1CCCCN1CCN(CC1)c1ncccn1
tandutinib,COc1cc2c(ncnc2cc1OCCCN1CCCCC1)N1CCN(CC1)C(=O)Nc1ccc(OC(C)C)cc1
tanespimycin,"CO[C@H]1C[C@H](C)CC2=C(NCC=C)C(=O)C=C(NC(=O)\C(C)=C\C=C/[C@H](OC)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1O)C2=O |c:7,23,t:15,21,34|"
tangeritin,COc1ccc(cc1)-c1cc(=O)c2c(OC)c(OC)c(OC)c(OC)c2o1
tannic-acid,Oc1cc(cc(O)c1O)C(=O)Oc1cc(cc(O)c1O)C(=O)OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1
tanshinone-I,Cc1coc-2c1C(=O)C(=O)c1c-2ccc2c(C)cccc12
tanshinone-IIA,Cc1coc-2c1C(=O)C(=O)c1c3CCCC(C)(C)c3ccc-21
tapinarof,CC(C)c1c(O)cc(\C=C\c2ccccc2)cc1O
taprenepag,OC(=O)COc1cccc(CN(Cc2ccc(cc2)-n2cccn2)S(=O)(=O)c2cccnc2)c1
tarafenacin,Fc1cccc(c1)N(Cc1cc(F)c(F)c(F)c1)C(=O)O[C@H]1C[N@@]2CC[C@H]1CC2
taranabant,C[C@H](NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)[C@@H](Cc1ccc(Cl)cc1)c1cccc(c1)C#N
targinine,CNC(=N)NCCC[C@H](N)C(O)=O
tariquidar,COc1cc2CCN(CCc3ccc(NC(=O)c4cc(OC)c(OC)cc4NC(=O)c4cnc5ccccc5c4)cc3)Cc2cc1OC
tartaric-acid,O[C@H]([C@@H](O)C(O)=O)C(O)=O
TAS-103,CN(C)CCNc1nc2cc(O)ccc2c2-c3ccccc3C(=O)c12
taselisib,CC(C)n1nc(C)nc1-c1cn2CCOc3cc(ccc3-c2n1)-c1cnn(c1)C(C)(C)C(N)=O
tasimelteon,CCC(=O)NC[C@@H]1C[C@H]1c1cccc2OCCc12
tasisulam,Clc1ccc(C(=O)NS(=O)(=O)c2ccc(Br)s2)c(Cl)c1
tasquinimod,COc1cccc2n(C)c(=O)c(C(=O)N(C)c3ccc(cc3)C(F)(F)F)c(O)c12
tasuldine,C(Sc1ncccn1)c1cccnc1
taurine,NCCS(O)(=O)=O
taurocholate,C[C@H](CCC(=O)NCCS(O)(=O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
tauroglycocholate,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(=O)NCC(=O)NCCS(O)(=O)=O
taurolidine,O=S1(=O)CCN(CN2CCS(=O)(=O)NC2)CN1
tavaborole,OB1OCc2cc(F)ccc12
tavilermide,NCCCC[C@@H]1NC(=O)[C@H](CCC(O)=O)NC(=O)c2cc(ccc2OCC[C@H](NC1=O)C(=O)NCC(O)=O)[N+]([O-])=O
taxifolin,O[C@@H]1[C@H](Oc2cc(O)cc(O)c2C1=O)c1ccc(O)c(O)c1
tazarotene,CCOC(=O)c1ccc(nc1)C#Cc1ccc2SCCC(C)(C)c2c1
tazemetostat,CCN(C1CCOCC1)c1cc(cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)-c1ccc(CN2CCOCC2)cc1
tazobactam,C[C@]1(Cn2ccnn2)[C@@H](N2[C@@H](CC2=O)S1(=O)=O)C(O)=O
TBA-354,[O-][N+](=O)c1cn2C[C@@H](COc2n1)OCc1ccc(nc1)-c1ccc(OC(F)(F)F)cc1
TBOA-(DL),N[C@@H]([C@H](OCc1ccccc1)C(O)=O)C(O)=O.N[C@H]([C@@H](OCc1ccccc1)C(O)=O)C(O)=O
TC-A-2317,C[C@@H](CCCC(C)(C)O)Nc1nc(Nc2cc(C)n[nH]2)cc(C)c1C#N |&1:1|
TC-ASK-10,CC(C)(C)c1ccc(cc1)C(=O)Nc1cn2cc(ccc2n1)-n1ccnc1
TC-E-5002,ON(CCC(O)=O)C(=O)CCCCCCCCC1CC1
TC-E-5006,"C[C@@H](C(O)=O)c1ccc([C@@H](N2CCC(C)CC2)c2ccc(F)cc2)c(c1)-c1ccc(cc1)C(F)(F)F |&1:1,&2:9,r|"
TC-F-2,CCn1c2ccccc2n([C@H]2CCCN(C2)c2nccc(n2)-c2cc3ccccc3o2)c1=O
TC-FPR-43,CC(C)c1c(NC(=O)Nc2ccc(Cl)cc2)c(=O)n(-c2ccccc2)n1C
TC-G-1000,Cc1sc(C)c2c1CCC=C2c1cnc[nH]1 |c:10|
TC-G-1004,COC1CCN(CC1)c1cccc(n1)-c1cc(NC(C)=O)nc(n1)-n1nc(C)cc1C
TC-G-1005,Cc1ccc(C)c(Oc2ccncc2C(=O)N2CCN(C3CC3)c3ccccc23)c1
TC-G-1008,CNc1nc(NCc2ccc(NS(C)(=O)=O)cc2Cl)cc(n1)-c1ccccn1
TC-H-106,Cc1ccc(NC(=O)CCCCCC(=O)Nc2ccccc2N)cc1
TC-I-15,CC1(C)SCN([C@@H]1C(=O)N[C@@H](CNC(=O)NCc1ccccc1)C(O)=O)S(=O)(=O)c1ccccc1
TC-I-2000,"Fc1ccc(NC(=O)N2CCc3ccccc3[C@@H]2c2ccc(cc2)C(F)(F)F)cc1 |&1:17,r|"
TC-I-2014,FC(F)(F)c1ccccc1-c1cc(c2[nH]c(nc2c1)C1=NOC2(C1)CCCCC2)C(F)(F)F |t:22|
TC-LPA5-4,COc1cccc(c1)-n1nc(cc1-c1ccc(C2CCCCC2)c(Cl)c1)C(O)=O
TC-Mps1-12,CC(C)(C)Nc1nc(Nc2ccc(cc2)C(N)=O)cc(N)c1C#N
TC-N-1752,CC(=O)Nc1cccc(Nc2ncnc(n2)N2CCC(CC2)OCc2ccc(OC(F)(F)F)cc2)c1C
TC-NTR1-17,COc1cccc(OC)c1-c1cc(nn1-c1ccnc2cc(Cl)ccc12)C(=O)N[C@@H](CC(C)C)C(O)=O
TC-O-9311,COc1cc(OC)cc(c1)C(=O)NNC(=O)Nc1cccc2ccccc12
TC-OT-39,CN1CCCN(CC1)C(=S)[C@@H]1CCCN1C(=O)NCc1ccc(cc1C)C(=O)N1Cc2cnn(C)c2Nc2ccccc12
TC-S-7003,CN1CCN(CC1)c1ccc(Nc2ncc3c(n2)n2c(nc4ccccc24)n(-c2c(C)cccc2C)c3=O)cc1
TC-S-7004,COc1ncc2cc(C(=O)Nc3cc(ccc3Cl)C(=O)NCc3cccc(Cl)c3)c(=O)[nH]c2n1
TC-S-7005,C[C@H](Nc1cc2c(noc2cn1)-c1ccc2OCOc2c1)c1ccccc1
TC-S-7006,Fc1ccc(Nc2c(cnc3cnc(NCc4cccnc4)cc23)C#N)cc1Cl
TC-S-7009,[O-][N+](=O)c1c(Nc2cc(F)cc(Cl)c2)ccc2nonc12
TC-SP-14,OC(=O)C1CN(Cc2ccc(-c3nc4cc(Cc5ccccc5F)ccc4s3)c(F)c2)C1
TC1,"O[C@@]12[C@H]3[C@H]4[C@H]5[C@@H]3[C@@H]([C@H]3[C@@H]5C[C@@H]4[C@@H]13)N2CCc1cccc(F)c1 |&1:1,&2:2,&3:3,&4:4,&5:5,&6:6,&7:7,&8:8,&9:10,&10:11,r,TLB:13:12:2.5:7.11|"
TC2559,CCOc1cncc(\C=C\CCNC)c1
TCID,Clc1c2C(=O)CC(=O)c2c(Cl)c(Cl)c1Cl
TCN201,Fc1ccc(cc1Cl)S(=O)(=O)NCc1ccc(cc1)C(=O)NNC(=O)c1ccccc1
TCN238,Nc1nccc(\C=C\c2ccccc2)n1
TCS-2002,"Cc1nnc(o1)-c1ccc2occ(-c3ccc(cc3)[S@](C)=O)c2c1 |&1:19,r|"
TCS-21311,CC(C)(O)C(=O)N1CCN(CC1)c1ccc(c(c1)C1=C(C(=O)NC1=O)c1c[nH]c2ccccc12)C(F)(F)F |t:20|
TCS-2210,ONC(=O)c1ccc2[nH]c(=O)c(CCCc3ccccc3)nc2c1
TCS-2314,Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N2CCOC[C@H]2C(=O)N2CCC(CC(O)=O)CC2)cc1
TCS-3035,OC(=O)COc1ccc(\C=C2/SC(=O)NC2=O)cc1
TCS-359,COc1ccc(cc1OC)C(=O)Nc1sc2CCCCc2c1C(N)=O
TCS-5861528,"CC[C@@H](C)c1ccc(NC(=O)Cn2cnc3n(C)c(=O)n(C)c(=O)c23)cc1 |&1:2,r|"
TCS-HDAC6-20b,CC(C)C(=O)SCCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)NC12CC3CC(CC(C3)C1)C2
TCS-OX2-29,COc1cc2CCN(Cc2cc1OC)C(=O)[C@@H](NCc1ccncc1)C(C)(C)C
TCS-PIM-1-1,Oc1ccc(Br)cc1-c1cc(-c2ccccc2)c(C#N)c(=O)[nH]1
TCV-309,CCC[n+]1cc(Br)cc(c1)C(=O)N(CCC(=O)NCCOC(=O)N1CCc2ccccc2C1)c1ccccc1
TD139,OC[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@@H]([C@H]2O)n2cc(nn2)-c2cccc(F)c2)[C@H](O)[C@H]([C@H]1O)n1cc(nn1)-c1cccc(F)c1
tebipenem,"C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(SC3CN(C3)C3=NCCS3)=C(N2C1=O)C(=O)OCOC(=O)C(C)(C)C |c:19,t:14|"
tecadenoson,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N[C@@H]3CCOC3)ncnc12
tecalcet,COc1cccc(c1)[C@@H](C)NCCCc1ccccc1Cl
tecastemizole,Fc1ccc(Cn2c(NC3CCNCC3)nc3ccccc23)cc1
tecovirimat,FC(F)(F)c1ccc(cc1)C(=O)NN1C(=O)[C@H]2[C@H]([C@H]3C=C[C@@H]2[C@@H]2C[C@H]32)C1=O |c:20|
tedizolid,Cn1nnc(n1)-c1ccc(cn1)-c1ccc(cc1F)N1C[C@H](CO)OC1=O
tedizolid-phosphate,Cn1nnc(n1)-c1ccc(cn1)-c1ccc(cc1F)N1C[C@H](COP(O)(O)=O)OC1=O
tegaserod,CCCCCNC(=N)N\N=C\c1c[nH]c2ccc(OC)cc12
tegobuvir,Fc1ccccc1-c1nc2ccn(Cc3ccc(nn3)-c3ccc(cc3C(F)(F)F)C(F)(F)F)cc2n1
teicoplanin,CCCCCCCCCC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1Oc1c2Oc3ccc(C[C@H]4NC(=O)[C@@H](N)c5ccc(O)c(Oc6cc(O)cc(c6)[C@H](NC4=O)C(=O)N[C@@H]4c(c2)cc1Oc1ccc(cc1Cl)[C@@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1NC(C)=O)[C@@H]1NC(=O)[C@H](NC4=O)c2ccc(O)c(c2)-c2c(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)cc(O)cc2[C@@H](NC1=O)C(O)=O)c5)cc3Cl
teicoplanin-A2-1,"CCCCC\C=C\CCC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1Oc1c2Oc3ccc(C[C@H]4NC(=O)[C@H](N)c5ccc(O)c(Oc6cc(O)cc(c6)[C@H](NC4=O)C(=O)N[C@@H]4c(c2)cc1Oc1ccc(cc1Cl)[C@@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1NC(C)=O)[C@@H]1NC(=O)[C@H](NC4=O)c2ccc(O)c(c2)-c2c(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)cc(O)cc2[C@H](NC1=O)C(O)=O)c5)cc3Cl |a:12,13,15,17,21,35,51,58,71,73,75,78,80,82,87,91,107,110,112,114,121,&1:31,&2:105|"
teicoplanin-A2-3,CC(C)CCCCCCCC(=O)N[C@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1Oc1c2Oc3ccc(C[C@H]4NC(=O)[C@H](N)c5ccc(O)c(Oc6cc(O)cc(c6)[C@H](NC4=O)C(=O)N[C@H]4c(c2)cc1Oc1ccc(cc1Cl)[C@@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1NC(C)=O)[C@@H]1NC(=O)[C@@H](NC4=O)c2ccc(O)c(c2)-c2c(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)cc(O)cc2[C@@H](NC1=O)C(O)=O)c5)cc3Cl
teijin-compound-1,FC(F)(F)c1cccc(c1)C(=O)NCC(=O)N[C@@H]1CCN(Cc2ccc(Cl)cc2)C1
telaprevir,CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1
telatinib,CNC(=O)c1cc(COc2nnc(Nc3ccc(Cl)cc3)c3ccoc23)ccn1
telbivudine,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O
telcagepant,Fc1cccc([C@@H]2CC[C@@H](NC(=O)N3CCC(CC3)n3c4cccnc4[nH]c3=O)C(=O)N(CC(F)(F)F)C2)c1F
telenzepine,CN1CCN(CC(=O)N2c3c(C)scc3C(=O)Nc3ccccc23)CC1
telithromycin,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(c3)-c3cccnc3)C(=O)O[C@]12C)OC
